fund_name,category,fund_house,scheme_id,url,status,benchmark,aum_cr,expense_ratio,launch_date,rank_3y,rank_1y,star_rating,return_since_inception_new,return_1y,return_3y,return_5y,return_since_inception,consistency_score,category_rank,sharpe_ratio,alpha,beta,std_dev
Canara Robeco Mid Cap Fund,Mid Cap,Canara Robeco Mutual Fund,43147,https://www.etmoney.com/mutual-funds/canara-robeco-mid-cap-fund/portfolio-details/43147,ACTIVE,BSE 150 MidCap TRI,4452,1.9,2022-11-11,20.0,12.0,2.0,,8.94,19.02,,17.03,2.0,-1.0,0.7364,-2.2197,1.0201,19.2191
DSP Midcap Fund,Mid Cap,DSP Mutual Fund,3532,https://www.etmoney.com/mutual-funds/dsp-midcap-fund/portfolio-details/3532,ACTIVE,NIFTY Midcap 150 TRI,19459,1.65,2006-09-29,23.0,22.0,2.0,,6.39,18.55,13.47,14.61,2.0,-1.0,0.7364,-2.2197,1.0201,19.2191
Edelweiss Mid Cap Fund,Mid Cap,Edelweiss Mutual Fund,6034,https://www.etmoney.com/mutual-funds/edelweiss-mid-cap-fund/portfolio-details/6034,ACTIVE,NIFTY Midcap 150 TRI,15911,1.8,2007-11-09,6.0,15.0,4.0,,8.1,23.73,20.69,13.39,4.0,-1.0,1.0051,2.8103,0.9446,17.8812
Franklin India Mid Cap Fund,Mid Cap,Franklin Templeton Mutual Fund,31894,https://www.etmoney.com/mutual-funds/franklin-india-mid-cap-fund/portfolio-details/31894,ACTIVE,NIFTY Midcap 150 TRI,12102,1.8,1993-10-30,21.0,27.0,2.0,,0.28,18.98,16.09,18.62,2.0,-1.0,0.7801,-0.9599,0.9748,18.8266
HDFC Mid Cap Fund,Mid Cap,HDFC Mutual Fund,4874,https://www.etmoney.com/mutual-funds/hdfc-mid-cap-fund/portfolio-details/4874,ACTIVE,NIFTY Midcap 150 TRI,94745,1.37,2007-05-07,11.0,18.0,3.0,,7.63,22.45,21.02,17.01,3.0,2.0,1.0392,3.0013,0.8552,16.098
HSBC Midcap Fund,Mid Cap,HSBC Mutual Fund,2151,https://www.etmoney.com/mutual-funds/hsbc-midcap-fund/portfolio-details/2151,ACTIVE,NIFTY Midcap 150 TRI,13387,3.59,2004-06-25,1.0,2.0,5.0,,16.9,25.98,19.19,18.67,4.0,13.0,1.008,3.6593,1.0243,19.9413
Helios Mid Cap Fund,Mid Cap,Helios Mutual Fund,45340,https://www.etmoney.com/mutual-funds/helios-mid-cap-fund/portfolio-details/45340,ACTIVE,NIFTY Midcap 150 TRI,1382,2.1,2025-02-20,,3.0,4.0,,14.47,,,21.33,0.0,0.0,0.0,0.0,0.0,0.0
ICICI Prudential Midcap Fund,Mid Cap,ICICI Prudential Mutual Fund,2257,https://www.etmoney.com/mutual-funds/icici-prudential-midcap-fund/portfolio-details/2257,ACTIVE,NIFTY Midcap 150 TRI,7557,1.77,2004-09-06,2.0,1.0,5.0,,19.98,25.08,20.33,17.59,4.0,14.0,1.0339,3.5207,0.9833,18.6713
ITI Mid Cap Fund,Mid Cap,ITI Mutual Fund,41785,https://www.etmoney.com/mutual-funds/iti-mid-cap-fund/portfolio-details/41785,ACTIVE,NIFTY Midcap 150 TRI,1358,1.84,2021-02-15,9.0,11.0,4.0,,9.08,22.93,16.78,16.24,4.0,-1.0,0.9035,0.9369,1.0187,19.1347
Invesco India Mid Cap Fund,Mid Cap,Invesco Mutual Fund,4087,https://www.etmoney.com/mutual-funds/invesco-india-mid-cap-fund/portfolio-details/4087,ACTIVE,BSE 150 MidCap TRI,11767,2.17,2007-02-15,4.0,7.0,4.0,,10.46,24.75,21.19,16.31,4.0,-1.0,0.9708,2.7255,1.0134,19.5618
JM Midcap Fund,Mid Cap,JM Financial Mutual Fund,43173,https://www.etmoney.com/mutual-funds/jm-midcap-fund/portfolio-details/43173,ACTIVE,NIFTY Midcap 150 TRI,1162,2.31,2022-10-31,8.0,21.0,4.0,,6.76,22.96,,20.89,3.0,-1.0,0.8739,0.6693,1.0205,19.5107
Kotak Midcap Fund,Mid Cap,Kotak Mahindra Mutual Fund,4077,https://www.etmoney.com/mutual-funds/kotak-midcap-fund/portfolio-details/4077,ACTIVE,NIFTY Midcap 150 TRI,63539,1.45,2007-02-12,12.0,9.0,3.0,,9.86,20.44,18.68,14.65,3.0,-1.0,0.851,0.3155,0.9339,17.9854
LIC MF Midcap Fund,Mid Cap,LIC Mutual Fund,33825,https://www.etmoney.com/mutual-funds/lic-mf-midcap-fund/portfolio-details/33825,ACTIVE,NIFTY Midcap 150 TRI,347,2.44,2017-01-05,22.0,24.0,2.0,,3.91,18.83,15.11,12.05,3.0,-1.0,0.791,-1.0901,0.9738,18.3832
Mahindra Manulife Mid Cap Fund,Mid Cap,Mahindra Manulife Mutual Fund,35440,https://www.etmoney.com/mutual-funds/mahindra-manulife-mid-cap-fund/portfolio-details/35440,ACTIVE,NIFTY Midcap 150 TRI,4688,2.27,2018-01-08,7.0,16.0,4.0,,7.94,23.12,19.51,16.05,5.0,-1.0,0.9907,2.2091,0.9534,17.6758
Mirae Asset Midcap Fund,Mid Cap,Mirae Asset Mutual Fund,40523,https://www.etmoney.com/mutual-funds/mirae-asset-midcap-fund/portfolio-details/40523,ACTIVE,NIFTY Midcap 150 TRI,18388,2.27,2019-07-08,14.0,5.0,3.0,,11.85,19.65,17.18,21.23,3.0,15.0,0.7919,-1.3154,0.999,18.5883
Motilal Oswal Midcap Fund,Mid Cap,Motilal Oswal Mutual Fund,23600,https://www.etmoney.com/mutual-funds/motilal-oswal-midcap-fund/portfolio-details/23600,ACTIVE,NIFTY Midcap 150 TRI,35735,1.61,2014-02-03,17.0,29.0,3.0,,-8.81,19.37,22.68,19.66,3.0,3.0,0.7398,-0.155,0.964,20.7047
Nippon India Growth Mid Cap Fund,Mid Cap,Nippon India Mutual Fund,31962,https://www.etmoney.com/mutual-funds/nippon-india-growth-mid-cap-fund/portfolio-details/31962,ACTIVE,NIFTY Midcap 150 TRI,45820,1.54,1995-09-25,5.0,10.0,4.0,,9.63,23.81,21.87,21.87,5.0,1.0,1.0191,2.9861,0.9747,18.2817
PGIM India Midcap Fund,Mid Cap,PGIM India Mutual Fund,21889,https://www.etmoney.com/mutual-funds/pgim-india-midcap-fund/portfolio-details/21889,ACTIVE,NIFTY Midcap 150 TRI,10738,1.99,2013-11-11,28.0,26.0,1.0,,1.37,12.31,13.51,15.79,1.0,-1.0,0.7364,-2.2197,1.0201,19.2191
Quant Mid Cap Fund,Mid Cap,Quant Mutual Fund,32611,https://www.etmoney.com/mutual-funds/quant-mid-cap-fund/portfolio-details/32611,ACTIVE,NIFTY Midcap 150 TRI,7905,2.87,2001-02-12,25.0,28.0,2.0,,-1.55,16.36,16.7,12.87,2.0,-1.0,0.6012,-3.3997,0.9156,18.7892
SBI Midcap Fund,Mid Cap,SBI Mutual Fund,2477,https://www.etmoney.com/mutual-funds/sbi-midcap-fund/portfolio-details/2477,ACTIVE,NIFTY Midcap 150 TRI,23247,1.62,2005-02-21,27.0,25.0,1.0,,2.13,14.34,16.46,16.05,2.0,-1.0,0.7801,-0.9599,0.9748,18.8266
Sundaram Mid Cap Fund,Mid Cap,Sundaram Mutual Fund,1233,https://www.etmoney.com/mutual-funds/sundaram-mid-cap-fund/portfolio-details/1233,ACTIVE,NIFTY Midcap 150 TRI,11898,2.25,2002-06-24,10.0,14.0,3.0,,8.73,22.84,19.84,23.21,4.0,9.0,0.7801,-0.9599,0.9748,18.8266
Tata Mid Cap Fund,Mid Cap,Tata Mutual Fund,31882,https://www.etmoney.com/mutual-funds/tata-mid-cap-fund/portfolio-details/31882,ACTIVE,NIFTY Midcap 150 TRI,5604,1.87,1994-06-15,15.0,13.0,3.0,,8.77,19.64,17.33,13.03,3.0,-1.0,0.499,-5.4322,0.851,16.4884
UTI Mid Cap Fund,Mid Cap,UTI Mutual Fund,1960,https://www.etmoney.com/mutual-funds/uti-mid-cap-fund/portfolio-details/1960,ACTIVE,NIFTY Midcap 150 TRI,11680,2.09,2005-08-01,26.0,23.0,1.0,,4.22,15.55,14.84,15.14,1.0,-1.0,0.6233,-4.1897,0.9548,17.865
Union Midcap Fund,Mid Cap,Union Mutual Fund,41239,https://www.etmoney.com/mutual-funds/union-midcap-fund/portfolio-details/41239,ACTIVE,BSE 150 MidCap TRI,1705,2.73,2020-03-02,19.0,8.0,2.0,,10.01,19.09,18.15,28.69,3.0,-1.0,0.7364,-2.2197,1.0201,19.2191
WhiteOak Capital Mid Cap Fund,Mid Cap,Whiteoak Capital Mutual Fund,42925,https://www.etmoney.com/mutual-funds/whiteoak-capital-mid-cap-fund/portfolio-details/42925,ACTIVE,BSE 150 MidCap TRI,5293,2.02,2022-08-16,3.0,4.0,4.0,,12.32,24.85,,20.57,5.0,0.0,1.0671,3.8635,0.9188,17.44
Aditya Birla Sun Life Nifty Midcap 150 Index Fund,Mid Cap Index,Aditya Birla Sun Life Mutual Fund,41851,https://www.etmoney.com/mutual-funds/aditya-birla-sun-life-nifty-midcap-150-index-fund/portfolio-details/41851,ACTIVE,NIFTY Midcap 150 TRI,445,0.95,2021-03-15,,,,19.07,7.45,22.0,18.35,,3.0,-1.0,0.8639,-0.1436,1.004,18.4887
Axis Nifty Midcap 50 Index Fund,Mid Cap Index,Axis Mutual Fund,42611,https://www.etmoney.com/mutual-funds/axis-nifty-midcap-50-index-fund/portfolio-details/42611,ACTIVE,NIFTY Midcap 50 TRI,650,1.13,2022-03-10,,,,19.06,9.5,22.9,,,3.0,-1.0,0.8651,0.1075,1.0149,18.9549
Bandhan Nifty Midcap 150 Index Fund,Mid Cap Index,Bandhan Mutual Fund,44890,https://www.etmoney.com/mutual-funds/bandhan-nifty-midcap-150-index-fund/portfolio-details/44890,ACTIVE,NIFTY Midcap 150 TRI,60,4.86,2024-09-03,,,,-0.27,7.31,,,,0.0,-1.0,,,,
Baroda BNP Paribas Nifty Midcap 150 Index Fund,Mid Cap Index,Baroda BNP Paribas Mutual Fund,45009,https://www.etmoney.com/mutual-funds/baroda-bnp-paribas-nifty-midcap-150-index-fund/portfolio-details/45009,ACTIVE,NIFTY Midcap 150 TRI,10,1.06,2024-10-14,,,,2.78,7.06,,,,0.0,-1.0,,,,
DSP Nifty Midcap 150 Index Fund,Mid Cap Index,DSP Mutual Fund,45975,https://www.etmoney.com/mutual-funds/dsp-nifty-midcap-150-index-fund/portfolio-details/45975,ACTIVE,NIFTY Midcap 150 TRI,13,1.44,2025-11-24,,,,0.95,,,,,,,,,,
DSP Nifty Midcap 150 Quality 50 Index Fund,Mid Cap Index,DSP Mutual Fund,42763,https://www.etmoney.com/mutual-funds/dsp-nifty-midcap-150-quality-50-index-fund/portfolio-details/42763,ACTIVE,NIFTY Midcap150 Quality 50 TRI,447,0.93,2022-07-18,,,,9.35,-2.17,12.73,,,2.0,-1.0,,,,
Edelweiss Nifty Midcap150 Momentum 50 Index Fund,Mid Cap Index,Edelweiss Mutual Fund,43254,https://www.etmoney.com/mutual-funds/edelweiss-nifty-midcap150-momentum-50-index-fund/portfolio-details/43254,ACTIVE,NIFTY Midcap 150 Moment 50 TRI,1586,1.1,2022-11-10,,,,18.42,2.96,21.65,,,2.0,-1.0,,,,
HDFC NIFTY Midcap 150 Index Fund,Mid Cap Index,HDFC Mutual Fund,43881,https://www.etmoney.com/mutual-funds/hdfc-nifty-midcap-150-index-fund/portfolio-details/43881,ACTIVE,NIFTY Midcap 150 TRI,584,0.83,2023-04-06,,,,22.81,7.48,21.66,,,2.0,0.0,0.8516,-0.3658,0.9984,18.3879
ICICI Prudential Nifty Midcap 150 Index Fund,Mid Cap Index,ICICI Prudential Mutual Fund,42356,https://www.etmoney.com/mutual-funds/icici-prudential-nifty-midcap-150-index-fund/portfolio-details/42356,ACTIVE,NIFTY Midcap 150 TRI,1036,1.05,2021-12-03,,,,16.08,7.43,21.7,,,3.0,-1.0,0.8529,-0.343,0.9999,18.4159
Kotak Nifty Midcap 150 Index Fund,Mid Cap Index,Kotak Mahindra Mutual Fund,45389,https://www.etmoney.com/mutual-funds/kotak-nifty-midcap-150-index-fund/portfolio-details/45389,ACTIVE,NIFTY Midcap 150 TRI,31,1.38,2025-03-03,,,,13.26,7.34,,,,0.0,-1.0,0.0,0.0,0.0,0.0
Kotak Nifty Midcap 150 Momentum 50 Index Fund,Mid Cap Index,Kotak Mahindra Mutual Fund,44931,https://www.etmoney.com/mutual-funds/kotak-nifty-midcap-150-momentum-50-index-fund/portfolio-details/44931,ACTIVE,NIFTY Midcap 150 Moment 50 TRI,393,1.05,2024-09-19,,,,-4.84,3.2,,,,0.0,-1.0,,,,
Kotak Nifty Midcap 50 Index Fund,Mid Cap Index,Kotak Mahindra Mutual Fund,44804,https://www.etmoney.com/mutual-funds/kotak-nifty-midcap-50-index-fund/portfolio-details/44804,ACTIVE,NIFTY Midcap 50 TRI,75,0.91,2024-07-25,,,,2.85,9.57,,,,0.0,0.0,0.0,0.0,0.0,0.0
Motilal Oswal BSE 1000 Index Fund,Mid Cap Index,Motilal Oswal Mutual Fund,45568,https://www.etmoney.com/mutual-funds/motilal-oswal-bse-1000-index-fund/portfolio-details/45568,ACTIVE,BSE 1000 TRI,60,1.06,2025-06-05,,,,-4.94,,,,,,,,,,
Motilal Oswal Nifty Midcap 150 Index Fund,Mid Cap Index,Motilal Oswal Mutual Fund,40718,https://www.etmoney.com/mutual-funds/motilal-oswal-nifty-midcap-150-index-fund/portfolio-details/40718,ACTIVE,NIFTY Midcap 150 TRI,3408,1.13,2019-08-19,,,,22.11,7.47,21.95,18.28,,4.0,-1.0,0.8625,-0.1673,1.0028,18.4665
Navi Nifty MidSmallcap 400 Index Fund,Mid Cap Index,Navi Mutual Fund,45980,https://www.etmoney.com/mutual-funds/navi-nifty-midsmallcap-400-index-fund/portfolio-details/45980,ACTIVE,NIFTY Mid Small Cap 400 TRI,9,1.06,2025-11-24,,,,2.78,,,,,,,0.0,0.0,0.0,0.0
Navi Nifty Midcap 150 Index Fund,Mid Cap Index,Navi Mutual Fund,42575,https://www.etmoney.com/mutual-funds/navi-nifty-midcap-150-index-fund/portfolio-details/42575,ACTIVE,NIFTY Midcap 150 TRI,368,1.06,2022-02-21,,,,18.69,7.17,21.47,,,3.0,-1.0,,,,
Nippon India Nifty Midcap 150 Index Fund,Mid Cap Index,Nippon India Mutual Fund,41761,https://www.etmoney.com/mutual-funds/nippon-india-nifty-midcap-150-index-fund/portfolio-details/41761,ACTIVE,NIFTY Midcap 150 TRI,2337,0.84,2021-02-04,,,,19.28,7.61,21.96,18.29,,3.0,0.0,0.8647,-0.1282,1.0013,18.4391
SBI Nifty Midcap 150 Index Fund,Mid Cap Index,SBI Mutual Fund,43027,https://www.etmoney.com/mutual-funds/sbi-nifty-midcap-150-index-fund/portfolio-details/43027,ACTIVE,NIFTY Midcap 150 TRI,1042,0.87,2022-09-21,,,,19.57,7.66,21.94,,,3.0,0.0,0.8623,-0.17,1.0019,18.452
Tata Nifty Midcap 150 Index Fund,Mid Cap Index,Tata Mutual Fund,45570,https://www.etmoney.com/mutual-funds/tata-nifty-midcap-150-index-fund/portfolio-details/45570,ACTIVE,NIFTY Midcap 150 TRI,270,1.15,2025-06-02,,,,2.94,,,,,,,,,,
Tata Nifty Midcap 150 Momentum 50 Index Fund,Mid Cap Index,Tata Mutual Fund,43097,https://www.etmoney.com/mutual-funds/tata-nifty-midcap-150-momentum-50-index-fund/portfolio-details/43097,ACTIVE,NIFTY Midcap 150 Moment 50 TRI,1123,1.06,2022-10-04,,,,17.15,3.03,21.31,,,2.0,-1.0,,,,
UTI Nifty Midcap 150 Index Fund,Mid Cap Index,UTI Mutual Fund,45083,https://www.etmoney.com/mutual-funds/uti-nifty-midcap-150-index-fund/portfolio-details/45083,ACTIVE,NIFTY Midcap 150 TRI,66,1.05,2024-11-11,,,,3.18,7.42,,,,0.0,-1.0,,,,
UTI Nifty Midcap 150 Quality 50 Index Fund,Mid Cap Index,UTI Mutual Fund,42707,https://www.etmoney.com/mutual-funds/uti-nifty-midcap-150-quality-50-index-fund/portfolio-details/42707,ACTIVE,NIFTY Midcap150 Quality 50 TRI,238,1.01,2022-03-28,,,,8.38,-2.24,12.74,,,1.0,-1.0,,,,
UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund,Mid Cap Index,UTI Mutual Fund,45267,https://www.etmoney.com/mutual-funds/uti-nifty-midsmallcap-400-momentum-quality-100-index-fund/portfolio-details/45267,ACTIVE,Nifty MidSmallcap400 Momentum Quality 100 TRI,110,1.18,2025-01-28,,,,14.47,3.27,,,,0.0,-1.0,0.0,0.0,0.0,0.0
360 ONE Multi Asset Allocation Fund,Multi Asset Allocation,360 One Mutual Fund,45746,https://www.etmoney.com/mutual-funds/360-one-multi-asset-allocation-fund/portfolio-details/45746,ACTIVE,,431,2.13,2025-07-30,,,,20.43,,,,,,,0.0,0.0,0.0,0.0
Aditya Birla Sun Life Multi Asset Allocation Fund,Multi Asset Allocation,Aditya Birla Sun Life Mutual Fund,43473,https://www.etmoney.com/mutual-funds/aditya-birla-sun-life-multi-asset-allocation-fund/portfolio-details/43473,ACTIVE,,6530,1.77,2023-01-11,,,,16.46,13.82,16.58,,,0.0,-1.0,,,,
Axis Multi Asset Allocation Fund,Multi Asset Allocation,Axis Mutual Fund,10970,https://www.etmoney.com/mutual-funds/axis-multi-asset-allocation-fund/portfolio-details/10970,ACTIVE,,2229,2.6,2010-06-30,,,,9.83,12.19,13.95,10.32,,0.0,-1.0,,,,
Bajaj Finserv Multi Asset Allocation Fund,Multi Asset Allocation,Bajaj Finserv Mutual Fund,44688,https://www.etmoney.com/mutual-funds/bajaj-finserv-multi-asset-allocation-fund/portfolio-details/44688,ACTIVE,,1811,3.28,2024-05-13,,,,9.81,12.15,,,,0.0,-1.0,,,,
Bandhan Multi Asset Allocation Fund,Multi Asset Allocation,Bandhan Mutual Fund,44393,https://www.etmoney.com/mutual-funds/bandhan-multi-asset-allocation-fund/portfolio-details/44393,ACTIVE,,3240,1.92,2024-01-10,,,,15.71,17.14,,,,0.0,0.0,0.0,0.0,0.0,0.0
Bank of India Multi Asset Allocation Fund,Multi Asset Allocation,Bank Of India Mutual Fund,44461,https://www.etmoney.com/mutual-funds/bank-of-india-multi-asset-allocation-fund/portfolio-details/44461,ACTIVE,,357,2.05,2024-02-07,,,,9.97,10.61,,,,0.0,-1.0,,,,
Baroda BNP Paribas Multi Asset Fund,Multi Asset Allocation,Baroda BNP Paribas Mutual Fund,43225,https://www.etmoney.com/mutual-funds/baroda-bnp-paribas-multi-asset-fund/portfolio-details/43225,ACTIVE,,1408,2.06,2022-11-28,,,,15.18,9.9,16.34,,,0.0,-1.0,0.9194,0.0,1.03,10.9919
Canara Robeco Multi Asset Allocation Fund,Multi Asset Allocation,Canara Robeco Mutual Fund,45516,https://www.etmoney.com/mutual-funds/canara-robeco-multi-asset-allocation-fund/portfolio-details/45516,ACTIVE,,1271,2.12,2025-05-09,,,,8.82,,,,,,,,,,
DSP Multi Asset Allocation Fund,Multi Asset Allocation,DSP Mutual Fund,44124,https://www.etmoney.com/mutual-funds/dsp-multi-asset-allocation-fund/portfolio-details/44124,ACTIVE,,9241,1.58,2023-09-07,,,,19.71,19.88,,,,0.0,0.0,0.0,0.0,0.0,0.0
Edelweiss Multi Asset Allocation Fund,Multi Asset Allocation,Edelweiss Mutual Fund,43956,https://www.etmoney.com/mutual-funds/edelweiss-multi-asset-allocation-fund/portfolio-details/43956,ACTIVE,,2592,2.11,2023-06-05,,,,7.1,5.01,,,,0.0,-1.0,0.0,0.0,0.0,0.0
Franklin India Multi Asset Allocation Fund,Multi Asset Allocation,Franklin Templeton Mutual Fund,45700,https://www.etmoney.com/mutual-funds/franklin-india-multi-asset-allocation-fund/portfolio-details/45700,ACTIVE,,2765,1.91,2025-07-11,,,,8.01,,,,,,,,,,
HDFC Multi-Asset Allocation Fund,Multi Asset Allocation,HDFC Mutual Fund,2632,https://www.etmoney.com/mutual-funds/hdfc-multi-asset-allocation-fund/portfolio-details/2632,ACTIVE,,5887,2.2,2005-07-11,,,,10.08,4.85,12.79,11.53,,0.0,-1.0,,,,
HSBC Multi Asset Allocation Fund,Multi Asset Allocation,HSBC Mutual Fund,44452,https://www.etmoney.com/mutual-funds/hsbc-multi-asset-allocation-fund/portfolio-details/44452,ACTIVE,,2844,2.53,2024-02-08,,,,14.77,19.56,,,,0.0,-1.0,0.0,0.0,0.0,0.0
ICICI Prudential Multi Asset Fund,Multi Asset Allocation,ICICI Prudential Mutual Fund,1318,https://www.etmoney.com/mutual-funds/icici-prudential-multi-asset-fund/portfolio-details/1318,ACTIVE,,83547,1.69,2002-10-07,,,,20.43,7.02,17.13,17.64,,0.0,-1.0,1.2329,0.0,0.82,8.8233
Invesco India Multi Asset Allocation Fund,Multi Asset Allocation,Invesco Mutual Fund,45095,https://www.etmoney.com/mutual-funds/invesco-india-multi-asset-allocation-fund/portfolio-details/45095,ACTIVE,,1057,1.67,2024-11-27,,,,16.54,16.05,,,,0.0,-1.0,,,,
Kotak Multi Asset Allocation Fund,Multi Asset Allocation,Kotak Mahindra Mutual Fund,44115,https://www.etmoney.com/mutual-funds/kotak-multi-asset-allocation-fund/portfolio-details/44115,ACTIVE,,13447,1.65,2023-08-31,,,,18.83,23.71,,,,0.0,-1.0,0.0,0.0,1.08,0.0
LIC MF Multi Asset Allocation Fund,Multi Asset Allocation,LIC Mutual Fund,45239,https://www.etmoney.com/mutual-funds/lic-mf-multi-asset-allocation-fund/portfolio-details/45239,ACTIVE,,940,3.82,2025-01-24,,,,15.92,9.83,,,,0.0,-1.0,,,,
Mahindra Manulife Multi Asset Allocation Fund,Multi Asset Allocation,Mahindra Manulife Mutual Fund,44493,https://www.etmoney.com/mutual-funds/mahindra-manulife-multi-asset-allocation-fund/portfolio-details/44493,ACTIVE,,1098,1.87,2024-02-20,,,,14.31,14.4,,,,0.0,-1.0,,,,
Mirae Asset Multi Asset Allocation Fund,Multi Asset Allocation,Mirae Asset Mutual Fund,44367,https://www.etmoney.com/mutual-funds/mirae-asset-multi-asset-allocation-fund/portfolio-details/44367,ACTIVE,,3342,1.93,2024-01-10,,,,13.15,12.22,,,,0.0,-1.0,,,,
Nippon India Multi Asset Allocation Fund,Multi Asset Allocation,Nippon India Mutual Fund,41540,https://www.etmoney.com/mutual-funds/nippon-india-multi-asset-allocation-fund/portfolio-details/41540,ACTIVE,,14738,1.55,2020-08-07,,,,17.09,16.41,20.07,15.82,,0.0,-1.0,1.3805,0.0,0.96,9.592
PGIM India Multi Asset Allocation Fund,Multi Asset Allocation,PGIM India Mutual Fund,45947,https://www.etmoney.com/mutual-funds/pgim-india-multi-asset-allocation-fund/portfolio-details/45947,ACTIVE,,266,2.36,2025-11-11,,,,3.9,,,,,,,,,,
Quant Multi Asset Allocation Fund,Multi Asset Allocation,Quant Mutual Fund,32607,https://www.etmoney.com/mutual-funds/quant-multi-asset-allocation-fund/portfolio-details/32607,ACTIVE,,5257,2.57,2001-02-19,,,,11.8,19.71,23.33,19.73,,0.0,-1.0,1.2619,0.0,0.0,12.0218
Quantum Multi Asset Allocation Fund,Multi Asset Allocation,Quantum Mutual Fund,44540,https://www.etmoney.com/mutual-funds/quantum-multi-asset-allocation-fund/portfolio-details/44540,ACTIVE,,57,1.99,2024-02-19,,,,,,,,,,,,,,
SBI Multi Asset Allocation Fund,Multi Asset Allocation,SBI Mutual Fund,2825,https://www.etmoney.com/mutual-funds/sbi-multi-asset-allocation-fund/portfolio-details/2825,ACTIVE,,17666,1.84,2005-11-09,,,,9.71,14.35,17.47,13.81,,0.0,-1.0,1.2951,0.0,0.0,8.4143
Samco Multi Asset Allocation Fund,Multi Asset Allocation,Samco Mutual Fund,45135,https://www.etmoney.com/mutual-funds/samco-multi-asset-allocation-fund/portfolio-details/45135,ACTIVE,,402,4.57,2024-12-04,,,,15.23,6.35,,,,0.0,-1.0,0.0,0.0,0.0,0.0
Sundaram Multi Asset Allocation Fund,Multi Asset Allocation,Sundaram Mutual Fund,44405,https://www.etmoney.com/mutual-funds/sundaram-multi-asset-allocation-fund/portfolio-details/44405,ACTIVE,,3277,2.06,2024-01-05,,,,12.37,8.63,,,,0.0,-1.0,,,,
Tata Multi Asset Allocation Fund,Multi Asset Allocation,Tata Mutual Fund,41156,https://www.etmoney.com/mutual-funds/tata-multi-asset-allocation-fund/portfolio-details/41156,ACTIVE,,5001,1.88,2020-02-14,,,,16.79,8.51,14.39,12.67,,0.0,-1.0,,,,
The Wealth Company Multi Asset Allocation Fund,Multi Asset Allocation,The Wealth Company Mutual Fund,45960,https://www.etmoney.com/mutual-funds/the-wealth-company-multi-asset-allocation-fund/portfolio-details/45960,ACTIVE,,163,2.1,2025-11-19,,,,6.18,,,,,,,0.0,0.0,0.0,0.0
UTI Multi Asset Allocation Fund,Multi Asset Allocation,UTI Mutual Fund,9467,https://www.etmoney.com/mutual-funds/uti-multi-asset-allocation-fund/portfolio-details/9467,ACTIVE,,6865,2.28,2008-10-21,,,,12.43,6.74,17.34,13.84,,0.0,-1.0,1.0325,0.0,0.91,10.6467
Union Multi Asset Allocation Fund,Multi Asset Allocation,Union Mutual Fund,44828,https://www.etmoney.com/mutual-funds/union-multi-asset-allocation-fund/portfolio-details/44828,ACTIVE,,964,2.29,2024-08-20,,,,10.36,13.78,,,,0.0,-1.0,,,,
WhiteOak Capital Multi Asset Allocation Fund,Multi Asset Allocation,Whiteoak Capital Mutual Fund,43907,https://www.etmoney.com/mutual-funds/whiteoak-capital-multi-asset-allocation-fund/portfolio-details/43907,ACTIVE,,7118,1.8,2023-05-03,,,,15.61,11.66,15.61,,,0.0,-1.0,,,,
Aditya Birla Sun Life Multi-Cap Fund,Multi Cap,Aditya Birla Sun Life Mutual Fund,41932,https://www.etmoney.com/mutual-funds/aditya-birla-sun-life-multi-cap-fund/portfolio-details/41932,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,6641,1.79,2021-04-19,13.0,12.0,2.0,,3.92,14.82,14.0,13.79,3.0,-1.0,0.6472,-0.4019,0.926,16.2166
Axis Multicap Fund,Multi Cap,Axis Mutual Fund,42348,https://www.etmoney.com/mutual-funds/axis-multicap-fund/portfolio-details/42348,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,9657,2.29,2021-11-26,4.0,13.0,4.0,,3.86,19.68,,13.57,4.0,0.0,0.925,4.1615,0.9071,16.0392
Bajaj Finserv Multi Cap Fund,Multi Cap,Bajaj Finserv Mutual Fund,45271,https://www.etmoney.com/mutual-funds/bajaj-finserv-multi-cap-fund/portfolio-details/45271,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,1251,2.86,2025-02-06,,15.0,3.0,,3.77,,,10.15,0.0,-1.0,0.0,0.0,0.0,0.0
Bandhan Multi Cap Fund,Multi Cap,Bandhan Mutual Fund,42285,https://www.etmoney.com/mutual-funds/bandhan-multi-cap-fund/portfolio-details/42285,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,2877,3.46,2021-11-12,14.0,21.0,2.0,,2.26,14.64,,12.24,2.0,-1.0,0.5546,-1.9409,0.9887,17.4783
Bank of India Multi Cap Fund,Multi Cap,Bank Of India Mutual Fund,43593,https://www.etmoney.com/mutual-funds/bank-of-india-multi-cap-fund/portfolio-details/43593,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,1074,2.24,2023-02-10,3.0,1.0,4.0,,10.39,19.9,,21.2,4.0,0.0,0.8926,3.6771,0.9408,16.5229
