fund_name,category,fund_house,scheme_id,stock_name,sector,allocation_percent,value,change_3m_percent,change_6m_percent,change_1y_percent,scrape_date,source
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,HDFC BANK ,FINANCIAL,8.98,"4,175 Cr",8.84,8.0,9.03,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,ICICI BANK ,FINANCIAL,7.11,"3,307 Cr",5.85,4.79,6.1,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,RELIANCE INDUSTRIES ,ENERGY,5.5,"2,558 Cr",6.03,6.03,6.36,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,AXIS BANK ,FINANCIAL,3.9,"1,813 Cr",3.9,4.38,4.84,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,LARSEN & TOUBRO ,CONSTRUCTION,3.84,"1,786 Cr",3.53,3.47,3.91,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,INFOSYS ,TECHNOLOGY,3.13,"1,453 Cr",3.05,3.1,2.76,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,STATE BANK OF INDIA,FINANCIAL,2.96,"1,379 Cr",3.78,4.37,3.64,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,GE VERNOVA T&D INDIA ,CAPITAL GOODS,2.79,"1,299 Cr",2.59,2.9,2.17,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,BAJAJ FINANCE ,FINANCIAL,2.77,"1,288 Cr",2.84,3.15,3.71,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,NTPC ,ENERGY,2.66,"1,238 Cr",2.16,2.45,2.73,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,ITC ,CONSUMER STAPLES,2.65,"1,232 Cr",2.8,3.05,0.27,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,TATA CONSULTANCY SERVICES ,TECHNOLOGY,2.38,"1,108 Cr",2.96,2.21,2.4,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,MAHINDRA & MAHINDRA ,AUTOMOBILE,2.34,"1,090 Cr",2.69,2.72,1.61,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,MARUTI SUZUKI INDIA ,AUTOMOBILE,2.25,"1,046 Cr",2.34,2.46,1.8,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,HINDUSTAN UNILEVER ,CONSUMER STAPLES,2.22,"1,034 Cr",2.29,2.73,2.07,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,AVENUE SUPERMARTS ,SERVICES,2.16,"1,005 Cr",1.85,2.06,1.48,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,KOTAK MAHINDRA BANK ,FINANCIAL,1.9,884.72 Cr,1.65,1.01,,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,TATA POWER COMPANY ,ENERGY,1.83,852.18 Cr,1.68,1.88,2.25,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,DR. REDDY'S LABORATORIES ,HEALTHCARE,1.45,672.3 Cr,1.34,1.41,1.53,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,SAMVARDHANA MOTHERSON INTERNATIONAL ,AUTOMOBILE,1.44,667.78 Cr,1.5,1.14,0.44,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,TATA STEEL ,METALS & MINING,1.28,594.82 Cr,1.1,1.13,1.13,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,ABB INDIA ,CAPITAL GOODS,1.27,588.66 Cr,0.83,0.91,1.21,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,ETERNAL ,SERVICES,1.23,572.96 Cr,1.42,1.82,1.4,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,SBI LIFE INSURANCE COMPANY ,INSURANCE,1.2,558.58 Cr,1.54,1.33,1.42,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,LUPIN ,HEALTHCARE,1.17,543.64 Cr,0.97,0.97,,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,ULTRATECH CEMENT ,MATERIALS,1.16,537.82 Cr,1.45,1.65,1.53,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,DIVI'S LABORATORIES ,HEALTHCARE,1.1,512.14 Cr,1.08,1.05,1.23,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,CHALET HOTELS ,SERVICES,1.01,471.55 Cr,1.15,1.39,1.48,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,VEDANTA ,METALS & MINING,0.93,432.87 Cr,0.91,1.07,1.32,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,THE INDIAN HOTELS COMPANY ,SERVICES,0.92,425.96 Cr,1.08,1.08,1.46,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,TATA CONSUMER PRODUCTS ,CONSUMER STAPLES,0.9,419.06 Cr,0.97,1.0,0.96,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,SIEMENS ENERGY INDIA ,ENERGY,0.87,405.77 Cr,0.69,0.85,,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,CIPLA ,HEALTHCARE,0.85,394.12 Cr,0.96,0.91,,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,TRENT ,SERVICES,0.84,390.06 Cr,0.84,0.5,0.44,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY ,FINANCIAL,0.83,385.06 Cr,0.9,0.84,,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,SUN PHARMACEUTICAL INDUSTRIES ,HEALTHCARE,0.8,371.52 Cr,0.71,0.34,,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,PB FINTECH ,SERVICES,0.77,357.38 Cr,0.26,0.26,0.34,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,SHREE CEMENT ,MATERIALS,0.75,350.32 Cr,0.79,0.66,0.24,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,NTPC GREEN ENERGY ,ENERGY,0.75,350.64 Cr,0.69,0.78,0.72,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,ICICI LOMBARD GENERAL INSURANCE COMPANY ,INSURANCE,0.74,344.4 Cr,0.78,0.7,0.82,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,TECH MAHINDRA ,TECHNOLOGY,0.74,345.67 Cr,0.47,0.45,0.47,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,SWIGGY ,SERVICES,0.71,328.53 Cr,0.43,0.52,0.46,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,HDFC LIFE INSURANCE CO ,INSURANCE,0.7,324.83 Cr,0.81,0.9,1.1,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,SIEMENS ,CAPITAL GOODS,0.68,318.12 Cr,0.65,0.71,1.48,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,VISHAL MEGA MART ,SERVICES,0.68,316.08 Cr,0.8,1.03,0.86,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,HYUNDAI MOTOR INDIA ,AUTOMOBILE,0.64,298.53 Cr,0.76,0.82,0.53,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,MANKIND PHARMA ,HEALTHCARE,0.64,298.06 Cr,0.64,,,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,EIH ,SERVICES,0.63,293.56 Cr,0.78,0.83,1.01,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,SBI CARDS AND PAYMENT SERVICES ,FINANCIAL,0.58,272.06 Cr,0.79,0.88,1.04,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,HCL TECHNOLOGIES ,TECHNOLOGY,0.55,253.95 Cr,1.15,1.07,1.53,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,INTERGLOBE AVIATION ,SERVICES,0.51,236.61 Cr,1.13,1.37,0.64,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,DIXON TECHNOLOGIES (INDIA) ,CAPITAL GOODS,0.47,216.78 Cr,,,,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,HAVELLS INDIA ,CAPITAL GOODS,0.46,212.3 Cr,0.56,0.65,,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,DLF ,CONSTRUCTION,0.46,213.94 Cr,,,,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,MAX FINANCIAL SERVICES ,FINANCIAL,0.45,209.58 Cr,0.71,0.79,0.71,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,VARUN BEVERAGES ,CONSUMER STAPLES,0.43,200.72 Cr,0.5,,,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,GODREJ CONSUMER PRODUCTS ,CONSUMER STAPLES,0.43,201.88 Cr,0.49,0.44,0.4,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,GILLETTE INDIA ,CONSUMER STAPLES,0.4,188.24 Cr,0.38,0.45,0.48,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,HDB FINANCIAL SERVICES ,FINANCIAL,0.36,167.98 Cr,0.55,0.59,,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,UNITED BREWERIES ,CONSUMER STAPLES,0.35,164.41 Cr,0.23,0.28,0.22,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,LINDE INDIA ,CHEMICALS,0.32,148.12 Cr,0.25,0.29,0.36,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,DEVYANI INTERNATIONAL ,SERVICES,0.28,129.02 Cr,0.39,0.48,0.4,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,COLGATE-PALMOLIVE (INDIA) ,CONSUMER STAPLES,0.28,132.57 Cr,0.25,0.29,0.38,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,PVR INOX ,SERVICES,0.19,87.78 Cr,0.19,0.22,0.23,2026-05-11,ETMoney
Nippon India Large Cap Fund,Large Cap,Nippon India Mutual Fund,5077,SHRIRAM FINANCE ,FINANCIAL,0.19,87.21 Cr,,,,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,ICICI BANK ,FINANCIAL,8.84,"2,533 Cr",7.96,8.4,8.82,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,HDFC BANK ,FINANCIAL,7.71,"2,210 Cr",9.58,9.36,9.69,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,RELIANCE INDUSTRIES ,ENERGY,5.08,"1,457 Cr",7.85,6.15,2.94,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,INFOSYS ,TECHNOLOGY,4.81,"1,379 Cr",5.41,5.06,4.35,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,BHARTI AIRTEL ,COMMUNICATION,4.73,"1,356 Cr",5.19,5.23,5.59,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,LARSEN & TOUBRO ,CONSTRUCTION,4.37,"1,253 Cr",5.11,4.07,3.43,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,STATE BANK OF INDIA,FINANCIAL,4.16,"1,191 Cr",3.8,3.38,2.56,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,MAHINDRA & MAHINDRA ,AUTOMOBILE,3.51,"1,006 Cr",3.58,3.38,2.73,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,KOTAK MAHINDRA BANK ,FINANCIAL,3.47,995.3 Cr,3.05,1.68,2.89,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,BAJAJ FINANCE ,FINANCIAL,3.43,983.5 Cr,3.84,5.39,5.08,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,ULTRATECH CEMENT ,MATERIALS,2.85,815.92 Cr,2.25,3.02,2.26,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,APOLLO HOSPITALS ENTERPRISE ,HEALTHCARE,2.69,772.05 Cr,2.06,2.22,1.05,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,ETERNAL ,SERVICES,2.65,758.87 Cr,2.87,3.94,1.51,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,TITAN COMPANY ,CONSUMER DISCRETIONARY,2.28,653.69 Cr,2.02,1.3,1.14,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,SUN PHARMACEUTICAL INDUSTRIES ,HEALTHCARE,2.26,646.98 Cr,1.08,1.02,3.01,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,NIFTY 50,FINANCIAL,1.87,--,,,,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,NTPC ,ENERGY,1.48,423.74 Cr,0.55,1.06,1.26,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,INTERGLOBE AVIATION ,SERVICES,1.46,419.73 Cr,1.45,3.02,2.43,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,TORRENT PHARMACEUTICALS ,HEALTHCARE,1.42,407.14 Cr,1.05,1.04,,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,TECH MAHINDRA ,TECHNOLOGY,1.41,403.39 Cr,1.31,0.98,0.22,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,AXIS BANK ,FINANCIAL,1.34,384.24 Cr,,,,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,PIDILITE INDUSTRIES ,CHEMICALS,1.27,364.24 Cr,1.35,1.78,1.93,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,SAMVARDHANA MOTHERSON INTERNATIONAL ,AUTOMOBILE,1.15,329.43 Cr,0.81,0.42,0.48,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,DIVI'S LABORATORIES ,HEALTHCARE,1.15,330.4 Cr,1.82,1.5,0.67,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,BHARAT ELECTRONICS ,CAPITAL GOODS,1.08,310.74 Cr,1.78,1.99,0.68,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,CG POWER AND INDUSTRIAL SOLUTIONS ,CAPITAL GOODS,1.01,288.89 Cr,0.89,0.98,,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,TATA CONSUMER PRODUCTS ,CONSUMER STAPLES,1.0,286.51 Cr,0.99,0.86,0.5,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY ,FINANCIAL,1.0,287.97 Cr,1.23,1.49,1.55,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,TVS MOTOR COMPANY ,AUTOMOBILE,0.96,275.03 Cr,0.92,1.58,1.08,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,SHRIRAM FINANCE ,FINANCIAL,0.93,265.65 Cr,1.75,,,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,BRITANNIA INDUSTRIES ,CONSUMER STAPLES,0.92,263.88 Cr,0.2,,,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,AXIS NIFTY 50 ETF-GROWTH,UNCLASSIFIED,0.83,--,,,,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,THE INDIAN HOTELS COMPANY ,SERVICES,0.83,238.37 Cr,1.12,1.9,1.89,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,TATA MOTORS ,AUTOMOBILE,0.77,221.57 Cr,1.06,,,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY ,UNCLASSIFIED,0.71,202.76 Cr,0.49,,,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,TATA CONSULTANCY SERVICES ,TECHNOLOGY,0.66,188.16 Cr,1.1,0.47,3.15,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,SOLAR INDUSTRIES INDIA ,CHEMICALS,0.57,162.32 Cr,0.42,0.4,,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,AVENUE SUPERMARTS ,SERVICES,0.53,150.57 Cr,0.83,1.84,1.26,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,TRENT ,SERVICES,0.53,151.61 Cr,0.62,0.64,0.66,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,HDFC LIFE INSURANCE CO ,INSURANCE,0.52,149.06 Cr,0.56,1.09,0.99,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,HYUNDAI MOTOR INDIA ,AUTOMOBILE,0.52,147.71 Cr,0.52,1.29,0.1,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,LG ELECTRONICS INDIA ,CONSUMER DISCRETIONARY,0.52,148.44 Cr,0.47,,,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,CUMMINS INDIA ,CAPITAL GOODS,0.49,139.94 Cr,0.93,0.97,,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,VARUN BEVERAGES ,CONSUMER STAPLES,0.38,109.59 Cr,0.32,0.24,0.92,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,DIXON TECHNOLOGIES (INDIA) ,CAPITAL GOODS,0.22,61.83 Cr,0.34,0.52,,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,SBI LIFE INSURANCE COMPANY ,INSURANCE,0.14,41.4 Cr,0.31,,,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,TATA STEEL ,METALS & MINING,0.11,31.19 Cr,,,,2026-05-11,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,DLF ,CONSTRUCTION,0.03,69.21 Cr,,,0.32,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,HDFC BANK ,FINANCIAL,9.23,"3,262 Cr",9.63,9.95,10.28,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,ICICI BANK ,FINANCIAL,8.55,"3,020 Cr",7.95,8.21,7.77,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,RELIANCE INDUSTRIES ,ENERGY,5.76,"2,034 Cr",5.08,4.66,4.81,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,BHARTI AIRTEL ,COMMUNICATION,5.1,"1,803 Cr",4.32,3.96,4.09,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,INFOSYS ,TECHNOLOGY,4.68,"1,655 Cr",5.33,5.51,5.24,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,AXIS BANK ,FINANCIAL,3.46,"1,221 Cr",3.24,3.05,4.16,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,STATE BANK OF INDIA,FINANCIAL,3.39,"1,198 Cr",2.88,2.71,2.53,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,LARSEN & TOUBRO ,CONSTRUCTION,3.27,"1,157 Cr",3.72,3.53,3.57,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,ITC ,CONSUMER STAPLES,2.9,"1,024 Cr",4.21,4.33,2.63,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,TATA CONSULTANCY SERVICES ,TECHNOLOGY,2.89,"1,021 Cr",3.54,3.36,3.88,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,ETERNAL ,SERVICES,2.67,942 Cr,2.38,2.05,1.78,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,MARUTI SUZUKI INDIA ,AUTOMOBILE,2.38,842.87 Cr,2.46,3.22,1.49,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,MAHINDRA & MAHINDRA ,AUTOMOBILE,2.13,751.85 Cr,2.31,2.15,1.43,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,KOTAK MAHINDRA BANK ,FINANCIAL,1.69,598.12 Cr,1.78,1.7,2.6,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,AMBUJA CEMENTS ,MATERIALS,1.55,547.91 Cr,1.52,1.64,1.62,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,ASIAN PAINTS ,MATERIALS,1.46,516.09 Cr,1.4,1.28,1.42,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,APOLLO HOSPITALS ENTERPRISE ,HEALTHCARE,1.46,517.61 Cr,1.35,1.28,1.27,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,NTPC ,ENERGY,1.44,508.19 Cr,1.21,0.91,1.04,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,SUN PHARMACEUTICAL INDUSTRIES ,HEALTHCARE,1.43,504.23 Cr,0.95,0.93,1.18,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,VARUN BEVERAGES ,CONSUMER STAPLES,1.33,468.45 Cr,1.46,1.4,0.8,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,ONE97 COMMUNICATIONS ,SERVICES,1.31,464.3 Cr,1.2,1.11,1.2,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,GODREJ CONSUMER PRODUCTS ,CONSUMER STAPLES,1.29,454.62 Cr,1.53,1.31,1.04,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,SHRIRAM FINANCE ,FINANCIAL,1.2,423.5 Cr,1.46,1.26,0.76,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,BRITANNIA INDUSTRIES ,CONSUMER STAPLES,1.19,421.96 Cr,0.89,0.87,0.86,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,SIEMENS ,CAPITAL GOODS,1.13,400.94 Cr,0.95,0.63,0.61,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,EICHER MOTORS ,AUTOMOBILE,1.11,391.24 Cr,1.4,1.57,0.81,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,JSW ENERGY ,CAPITAL GOODS,1.06,372.97 Cr,0.91,1.06,1.13,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,TITAN COMPANY ,CONSUMER DISCRETIONARY,1.03,364.14 Cr,0.8,0.7,0.82,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,SBI LIFE INSURANCE COMPANY ,INSURANCE,1.01,358.1 Cr,1.08,1.15,1.22,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,GLAND PHARMA ,HEALTHCARE,0.96,338.5 Cr,0.87,1.06,0.9,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,SIEMENS ENERGY INDIA ,ENERGY,0.95,337.1 Cr,0.6,0.47,,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,TRENT ,SERVICES,0.93,329.03 Cr,0.75,0.32,0.46,2026-05-11,ETMoney
Mirae Asset Large Cap Fund,Large Cap,Mirae Asset Mutual Fund,6550,HINDUSTAN UNILEVER ,CONSUMER STAPLES,0.92,323.87 Cr,1.25,1.46,1.47,2026-05-11,ETMoney
